category,axis,value
0033300001tbHzrAAE,"Operational Excellence","6.3"
0033300001tbPYgAAM,"Business Value","7.65"
0033300001tbPYgAAM,Community,"6.34"
0033300001tbPYgAAM,Enablement,"7.36"
0033300001tbPYgAAM,Foundations,"8.01"
0033300001tbPYgAAM,Governance,"6.49"
0033300001tbPYgAAM,"Operational Excellence","7.194"
0033300001twvsfAAA,"Business Value","8.65"
0033300001twvsfAAA,Community,"8.4"
0033300001twvsfAAA,Enablement,"7.48"
0033300001twvsfAAA,Foundations,"8.68"
0033300001twvsfAAA,Governance,"7.295"
0033300001twvsfAAA,"Operational Excellence","8.766"
0033300001txgExAAI,"Business Value","3.4"
0033300001txgExAAI,Community,"5.16"
0033300001txgExAAI,Enablement,"4.56"
0033300001txgExAAI,Foundations,"6.23"
0033300001txgExAAI,Governance,"6.56"
0033300001txgExAAI,"Operational Excellence","6.182"
0033300001txgs6AAA,"Business Value","6.95"
0033300001txgs6AAA,Community,"7.9"
0033300001txgs6AAA,Enablement,"7.42"
0033300001txgs6AAA,Foundations,"6.53"
0033300001txgs6AAA,Governance,"7.205"
0033300001txgs6AAA,"Operational Excellence","7.508"
0033300001tyNiyAAE,"Business Value",7
0033300001tyNiyAAE,Community,"7.96"
0033300001tyNiyAAE,Enablement,"7.74"
0033300001tyNiyAAE,Foundations,"9.01"
0033300001tyNiyAAE,Governance,"9.115"
0033300001tyNiyAAE,"Operational Excellence","9.184"
0033300001uHxGrAAK,"Business Value","7.55"
0033300001uHxGrAAK,Community,"8.28"
0033300001uHxGrAAK,Enablement,"7.64"
0033300001uHxGrAAK,Foundations,"5.46"
0033300001uHxGrAAK,Governance,"6.075"
0033300001uHxGrAAK,"Operational Excellence","6.91"
0033300001uIOrPAAW,"Business Value",10
0033300001uIOrPAAW,Community,10
0033300001uIOrPAAW,Enablement,10
0033300001uIOrPAAW,Foundations,10
0033300001uIOrPAAW,Governance,10
0033300001uIOrPAAW,"Operational Excellence",10
0033300001uIQxjAAG,"Business Value","4.15"
0033300001uIQxjAAG,Community,"3.16"
0033300001uIQxjAAG,Enablement,"4.52"
0033300001uIQxjAAG,Foundations,"3.18"
0033300001uIQxjAAG,Governance,"2.1"
0033300001uIQxjAAG,"Operational Excellence","5.624"
0033300001uJ2DQAA0,"Business Value","8.7"
0033300001uJ2DQAA0,Community,"9.9"
0033300001uJ2DQAA0,Enablement,10
0033300001uJ2DQAA0,Foundations,9
0033300001uJ2DQAA0,Governance,"9.22"
0033300001uJ2DQAA0,"Operational Excellence","9.584"
0034000000SbsGO,"Business Value","2.65"
0034000000SbsGO,Community,"4.24"
0034000000SbsGO,Enablement,"3.56"
0034000000SbsGO,Foundations,"1.88"
0034000000SbsGO,Governance,"6.735"
0034000000SbsGO,"Operational Excellence","9.078"
0034000000SbsRxAAJ,"Business Value","5.5"
0034000000SbsRxAAJ,Community,"2.4"
0034000000SbsRxAAJ,Enablement,"4.42"
0034000000SbsRxAAJ,Foundations,"9.12"
0034000000SbsRxAAJ,Governance,"5.355"
0034000000SbsRxAAJ,"Operational Excellence","3.328"
0034000000Sbti9AAB,"Business Value","6.55"
0034000000Sbti9AAB,Foundations,"6.26"
0034000000Sbti9AAB,Governance,"7.42"
0034000000SbvIFAAZ,"Business Value",0
0034000000SbvIFAAZ,Community,"2.16"
0034000000SbvIFAAZ,Enablement,"1.28"
0034000000SbvIFAAZ,Foundations,"3.93"
0034000000SbvIFAAZ,Governance,"2.52"
0034000000SbvIFAAZ,"Operational Excellence","2.56"
0034000000Sc1vLAAR,"Business Value","6.75"
0034000000Sc1vLAAR,Community,"6.54"
0034000000Sc1vLAAR,Enablement,"8.24"
0034000000Sc1vLAAR,Foundations,"8.57"
0034000000Sc1vLAAR,Governance,"7.215"
0034000000Sc1vLAAR,"Operational Excellence","8.012"
0034000000SruJMAAZ,"Business Value","4.35"
0034000000SruJMAAZ,Community,"5.36"
0034000000SruJMAAZ,Enablement,"4.28"
0034000000SruJMAAZ,Foundations,"3.92"
0034000000SruJMAAZ,Governance,"3.82"
0034000000SruJMAAZ,"Operational Excellence","6.454"
0034000000TUlYLAA1,"Business Value","1.35"
0034000000TUlYLAA1,Community,"2.04"
0034000000TUlYLAA1,Enablement,"1.1"
0034000000TUlYLAA1,Foundations,"1.68"
0034000000TUlYLAA1,Governance,"1.59"
0034000000TUlYLAA1,"Operational Excellence","1.948"
0034000000TlISQAA3,"Business Value",10
0034000000TlISQAA3,Community,10
0034000000TlISQAA3,Enablement,10
0034000000TlISQAA3,Foundations,10
0034000000TlISQAA3,Governance,10
0034000000TlISQAA3,"Operational Excellence",10
0034000000TtmFAAAZ,"Business Value","7.85"
0034000000TtmFAAAZ,Community,"6.48"
0034000000TtmFAAAZ,Enablement,"6.76"
0034000000TtmFAAAZ,Foundations,"4.59"
0034000000TtmFAAAZ,Governance,"7.895"
0034000000TtmFAAAZ,"Operational Excellence","9.014"
0034000000UswfvAAB,"Business Value","6.05"
0034000000UswfvAAB,Community,"6.26"
0034000000UswfvAAB,Enablement,"5.04"
0034000000UswfvAAB,Foundations,"6.66"
0034000000UswfvAAB,Governance,"4.91"
0034000000UswfvAAB,"Operational Excellence","7.336"
0034000000VPbA9AAL,Foundations,"2.74"
0034000000YHpIG,"Business Value","5.15"
0034000000YHpIG,Community,"7.12"
0034000000YHpIG,Enablement,"6.9"
0034000000YHpIG,Foundations,"7.34"
0034000000YHpIG,Governance,"9.255"
0034000000YHpIG,"Operational Excellence","8.714"
0034000000YU1WLAA1,"Business Value","7.1"
0034000000YU1WLAA1,Community,"5.76"
0034000000YU1WLAA1,Enablement,"2.86"
0034000000YU1WLAA1,Foundations,"8.24"
0034000000YU1WLAA1,Governance,"3.91"
0034000000YU1WLAA1,"Operational Excellence","5.64"
0034000000Z0dR1AAJ,"Business Value",4
0034000000Z0dR1AAJ,Community,"2.38"
0034000000Z0dR1AAJ,Enablement,"4.04"
0034000000Z0dR1AAJ,Foundations,"3.78"
0034000000Z0dR1AAJ,Governance,"4.795"
0034000000Z0dR1AAJ,"Operational Excellence","4.054"
0034000000ZXqI5AAL,"Business Value",8
0034000000ZXqI5AAL,Community,"7.2"
0034000000ZXqI5AAL,Enablement,"7.9"
0034000000ZXqI5AAL,Foundations,7
0034000000ZXqI5AAL,Governance,"6.795"
0034000000ZXqI5AAL,"Operational Excellence","6.26"
0034000000ZYYO9AAP,"Business Value","3.5"
0034000000ZYYO9AAP,Foundations,"8.9"
0034000000byCwvAAE,Foundations,"1.2"
0034000000byiLL,"Business Value","6.8"
0034000000byiLL,Community,"5.7"
0034000000byiLL,Enablement,"5.1"
0034000000byiLL,Foundations,"7.9"
0034000000byiLL,Governance,"6.025"
0034000000byiLL,"Operational Excellence","6.52"
0034000000bzhrt,"Business Value","6.25"
0034000000bzhrt,Community,"3.34"
0034000000bzhrt,Enablement,"3.14"
0034000000bzhrt,Foundations,"5.01"
0034000000bzhrt,Governance,"3.54"
0034000000bzhrt,"Operational Excellence","4.612"
0034000000bztRp,"Business Value","4.55"
0034000000bztRp,Community,"4.26"
0034000000bztRp,Enablement,3
0034000000bztRp,Foundations,0
0034000000bztRp,Governance,"3.42"
0034000000bztRp,"Operational Excellence","4.14"
0034000000ewyi6,"Business Value","1.4"
0034000000ewyi6,Community,"8.46"
0034000000ewyi6,Enablement,"6.9"
0034000000ewyi6,Foundations,"2.02"
0034000000ewyi6,Governance,2
0034000000ewyi6,"Operational Excellence","7.104"
0034000000gjAJNAA2,"Business Value","6.95"
0034000000gjAJNAA2,Community,"8.88"
0034000000gjAJNAA2,Enablement,"8.12"
0034000000gjAJNAA2,Foundations,"7.22"
0034000000gjAJNAA2,Governance,"5.82"
0034000000gjAJNAA2,"Operational Excellence","6.18"
0034000000hDxtD,"Business Value","7.2"
0034000000hDxtD,Community,"8.46"
0034000000hDxtD,Enablement,"7.26"
0034000000hDxtD,Foundations,"7.58"
0034000000hDxtD,Governance,"5.115"
0034000000hDxtD,"Operational Excellence","8.65"
0034000000haFBUAA2,"Business Value","3.45"
0034000000haFBUAA2,Enablement,"0.48"
0034000000haFBUAA2,Foundations,"3.77"
0034000000haFBUAA2,Governance,"3.13"
0034000000haFBUAA2,"Operational Excellence","2.936"
0034000000iFoAWAA0,"Business Value","7.25"
0034000000iFoAWAA0,Community,"9.7"
0034000000iFoAWAA0,Enablement,"7.3"
0034000000iFoAWAA0,Foundations,9
0034000000iFoAWAA0,Governance,"7.82"
0034000000iFoAWAA0,"Operational Excellence","8.182"
0034000000iGp7fAAC,"Business Value","7.1"
0034000000iGp7fAAC,Community,"2.24"
0034000000iGp7fAAC,Enablement,"2.3"
0034000000iGp7fAAC,Foundations,"8.35"
0034000000iGp7fAAC,Governance,"3.625"
0034000000iGp7fAAC,"Operational Excellence","6.972"
0034000000jyilAAAQ,"Business Value","9.2"
0034000000jyilAAAQ,Community,"7.06"
0034000000jyilAAAQ,Enablement,"7.4"
0034000000jyilAAAQ,Foundations,"7.75"
0034000000jyilAAAQ,Governance,"7.82"
0034000000jyilAAAQ,"Operational Excellence","8.806"
0034000000kT3EqAAK,"Business Value","7.75"
0034000000kT3EqAAK,Community,"8.22"
0034000000kT3EqAAK,Enablement,"5.94"
0034000000kT3EqAAK,Foundations,"9.01"
0034000000kT3EqAAK,Governance,"5.395"
0034000000kT3EqAAK,"Operational Excellence","7.404"
0034000000l2SjaAAE,"Business Value","7.55"
0034000000l2SjaAAE,Community,"8.6"
0034000000l2SjaAAE,Enablement,"8.5"
0034000000l2SjaAAE,Foundations,"8.88"
0034000000l2SjaAAE,Governance,"7.41"
0034000000l2SjaAAE,"Operational Excellence","8.544"
0034000000l4pEfAAI,"Business Value","5.45"
0034000000l4pEfAAI,Community,"5.56"
0034000000l4pEfAAI,Enablement,"4.2"
0034000000l4pEfAAI,Foundations,"4.33"
0034000000l4pEfAAI,Governance,"5.46"
0034000000l4pEfAAI,"Operational Excellence","6.562"
0034000000lMk4qAAC,"Business Value","5.2"
0034000000lMk4qAAC,Community,"4.44"
0034000000lMk4qAAC,Enablement,"3.92"
0034000000lMk4qAAC,Foundations,"7.68"
0034000000lMk4qAAC,Governance,"3.155"
0034000000lMk4qAAC,"Operational Excellence","5.36"
0034000000lPlUSAA0,"Business Value","6.85"
0034000000lPlUSAA0,Community,"4.84"
0034000000lPlUSAA0,Enablement,"5.86"
0034000000lPlUSAA0,Foundations,"5.36"
0034000000lPlUSAA0,Governance,"5.205"
0034000000lPlUSAA0,"Operational Excellence","7.532"
0034000000lxy9YAAQ,"Business Value","4.95"
0034000000lxy9YAAQ,Community,"2.12"
0034000000lxy9YAAQ,Enablement,"5.02"
0034000000lxy9YAAQ,Foundations,"8.55"
0034000000lxy9YAAQ,Governance,"5.625"
0034000000lxy9YAAQ,"Operational Excellence","8.092"
0034000000m7f0hAAA,"Business Value",8
0034000000m7f0hAAA,Community,8
0034000000m7f0hAAA,Enablement,"7.1"
0034000000m7f0hAAA,Foundations,7
0034000000m7f0hAAA,Governance,"7.32"
0034000000m7f0hAAA,"Operational Excellence","8.104"
0034000000m833AAAQ,"Business Value",4
0034000000m833AAAQ,Community,"6.5"
0034000000m833AAAQ,Enablement,"5.02"
0034000000m833AAAQ,Foundations,"4.59"
0034000000m833AAAQ,Governance,"4.525"
0034000000m833AAAQ,"Operational Excellence","6.324"
0034000000n3rG5,"Business Value","6.5"
0034000000n3rG5,Community,"2.82"
0034000000n3rG5,Enablement,"3.3"
0034000000n3rG5,Foundations,"2.5"
0034000000n3rG5,Governance,"3.87"
0034000000n3rG5,"Operational Excellence","6.752"
0034000000nLkJh,"Business Value",5
0034000000nLkJh,Community,"9.9"
0034000000nLkJh,Enablement,"8.98"
0034000000nLkJh,Foundations,"8.02"
0034000000nLkJh,Governance,"7.96"
0034000000nLkJh,"Operational Excellence","9.144"
0034000000nNYfzAAG,"Business Value","4.95"
0034000000nNYfzAAG,Community,"5.32"
0034000000nNYfzAAG,Enablement,"3.02"
0034000000nNYfzAAG,Foundations,"3.34"
0034000000nNYfzAAG,Governance,"3.295"
0034000000nNYfzAAG,"Operational Excellence","6.532"
0034000000p9F9O,"Business Value","8.6"
0034000000p9F9O,Community,"5.18"
0034000000p9F9O,Enablement,"6.74"
0034000000p9F9O,Foundations,"9.45"
0034000000p9F9O,Governance,"9.115"
0034000000p9F9O,"Operational Excellence","9.39"
0034000000r869gAAA,Foundations,"3.4"
0034000000r8rfUAAQ,"Business Value","9.65"
0034000000r8rfUAAQ,Community,"6.64"
0034000000r8rfUAAQ,Enablement,"6.82"
0034000000r8rfUAAQ,Foundations,"9.56"
0034000000r8rfUAAQ,Governance,"9.705"
0034000000r8rfUAAQ,"Operational Excellence","8.13"
0034000000r8uQh,"Business Value","8.8"
0034000000r8uQh,Community,"9.06"
0034000000r8uQh,Enablement,"8.34"
0034000000r8uQh,Foundations,"8.45"
0034000000r8uQh,Governance,"8.27"
0034000000r8uQh,"Operational Excellence","9.026"
0034000000rA6ELAA0,"Business Value","5.8"
0034000000rA6ELAA0,Community,"2.42"
0034000000rA6ELAA0,Enablement,"3.22"
0034000000rA6ELAA0,Foundations,"5.38"
0034000000rA6ELAA0,Governance,"6.37"
0034000000rA6ELAA0,"Operational Excellence","3.206"
0034000000su3STAAY,"Business Value","3.2"
0034000000su3STAAY,Community,"4.6"
0034000000su3STAAY,Enablement,"4.38"
0034000000su3STAAY,Foundations,"1.88"
0034000000su3STAAY,Governance,"3.025"
0034000000su3STAAY,"Operational Excellence","3.48"
0034000000tOtsMAAS,"Business Value","5.75"
0034000000tOtsMAAS,Community,"5.94"
0034000000tOtsMAAS,Enablement,"6.36"
0034000000tOtsMAAS,Foundations,"8.46"
0034000000tOtsMAAS,Governance,"7.435"
0034000000tOtsMAAS,"Operational Excellence","6.91"
0034000000tPEPEAA4,"Business Value","6.8"
0034000000tPEPEAA4,Community,"5.74"
0034000000tPEPEAA4,Enablement,"4.88"
0034000000tPEPEAA4,Foundations,"6.26"
0034000000tPEPEAA4,Governance,"5.215"
0034000000tPEPEAA4,"Operational Excellence","6.532"
0034000000u6pLXAAY,"Business Value","8.45"
0034000000u6pLXAAY,Foundations,"8.76"
0034000000u6pLXAAY,Governance,"3.24"
0034000000u7theAAA,"Business Value",10
0034000000u7theAAA,Community,10
0034000000u7theAAA,Enablement,10
0034000000u7theAAA,Foundations,10
0034000000u7theAAA,Governance,10
0034000000u7theAAA,"Operational Excellence",10
0034000000uRNvSAAW,"Business Value","7.7"
0034000000uRNvSAAW,Community,"6.84"
0034000000uRNvSAAW,Enablement,"2.4"
0034000000uRNvSAAW,Foundations,"8.35"
0034000000uRNvSAAW,Governance,"7.975"
0034000000uRNvSAAW,"Operational Excellence","8.402"
0034000000uTE8yAAG,"Business Value","0.15"
0034000000uTE8yAAG,Community,"0.42"
0034000000uTE8yAAG,Enablement,"0.6"
0034000000uTE8yAAG,Foundations,0
0034000000uTE8yAAG,Governance,0
0034000000uTE8yAAG,"Operational Excellence","4.784"
0034000000uTYdtAAG,"Business Value","4.95"
0034000000uTYdtAAG,Community,"4.28"
0034000000uTYdtAAG,Enablement,"4.58"
0034000000uTYdtAAG,Foundations,"3.31"
0034000000uTYdtAAG,Governance,"4.23"
0034000000uTYdtAAG,"Operational Excellence","4.22"
0034000000v7qgbAAA,"Business Value","3.25"
0034000000v7qgbAAA,Community,"6.56"
0034000000v7qgbAAA,Enablement,"5.54"
0034000000v7qgbAAA,Foundations,"1.88"
0034000000v7qgbAAA,Governance,"5.01"
0034000000v7qgbAAA,"Operational Excellence","6.92"
0034000000vpY7UAAU,"Business Value","7.75"
0034000000vpY7UAAU,Community,"4.1"
0034000000vpY7UAAU,Enablement,"6.38"
0034000000vpY7UAAU,Foundations,"9.33"
0034000000vpY7UAAU,Governance,"8.195"
0034000000vpY7UAAU,"Operational Excellence","8.766"
0034000000w1Tl0AAE,"Business Value","6.9"
0034000000w1Tl0AAE,Community,"7.98"
0034000000w1Tl0AAE,Enablement,"7.74"
0034000000w1Tl0AAE,Foundations,"5.55"
0034000000w1Tl0AAE,Governance,"6.255"
0034000000w1Tl0AAE,"Operational Excellence","7.234"
0034000000w1xQcAAI,"Business Value","4.5"
0034000000w1xQcAAI,Foundations,5
0034000000w1xQcAAI,Governance,"0.9"
0034000000wjkJXAAY,"Business Value","4.4"
0034000000wjkJXAAY,Community,"5.48"
0034000000wjkJXAAY,Enablement,"5.18"
0034000000wjkJXAAY,Foundations,"4.66"
0034000000wjkJXAAY,Governance,"5.01"
0034000000wjkJXAAY,"Operational Excellence","3.47"
0034000000wlibF,"Business Value","3.55"
0034000000wlibF,Community,"1.78"
0034000000wlibF,Enablement,2
0034000000wlibF,Foundations,"1.35"
0034000000wlibF,Governance,"5.74"
0034000000wlibF,"Operational Excellence","7.818"
0034000000wluejAAA,"Business Value","7.25"
0034000000wluejAAA,Community,"9.36"
0034000000wluejAAA,Enablement,"7.94"
0034000000wluejAAA,Foundations,"7.58"
0034000000wluejAAA,Governance,"5.37"
0034000000wluejAAA,"Operational Excellence","5.872"
0034000000wmaAGAAY,Foundations,"5.69"
0034000000wnNSaAAM,"Business Value","0.85"
0034000000wnNSaAAM,Community,"1.6"
0034000000wnNSaAAM,Enablement,"0.82"
0034000000wnNSaAAM,Foundations,"3.96"
0034000000wnNSaAAM,Governance,"2.885"
0034000000wnNSaAAM,"Operational Excellence","2.352"
0034000000xPdDbAAK,Community,"7.5"
0034000000xPdDbAAK,Enablement,"7.46"
0034000000xQkR4AAK,"Business Value",5
0034000000xQkR4AAK,Community,5
0034000000xQkR4AAK,Enablement,5
0034000000xQkR4AAK,Foundations,5
0034000000xQkR4AAK,Governance,5
0034000000xQkR4AAK,"Operational Excellence",5
0034000000xSuGZAA0,"Business Value",4
0034000000xSuGZAA0,Community,4
0034000000xSuGZAA0,Enablement,"4.24"
0034000000xSuGZAA0,Foundations,"3.44"
0034000000xSuGZAA0,Governance,"3.295"
0034000000xSuGZAA0,"Operational Excellence","4.208"
0034000000y7lzEAAQ,"Business Value","6.55"
0034000000y7lzEAAQ,Community,"4.84"
0034000000y7lzEAAQ,Enablement,"4.08"
0034000000y7lzEAAQ,Foundations,"6.12"
0034000000y7lzEAAQ,Governance,"4.36"
0034000000y7lzEAAQ,"Operational Excellence","4.65"
0034000000ym3GtAAI,"Business Value","9.2"
0034000000ym3GtAAI,Community,"8.6"
0034000000ym3GtAAI,Enablement,"9.36"
0034000000ym3GtAAI,Foundations,"8.29"
0034000000ym3GtAAI,Governance,"9.64"
0034000000ym3GtAAI,"Operational Excellence","9.806"
0034000000zau5qAAA,"Business Value","4.55"
0034000000zau5qAAA,Community,"7.14"
0034000000zau5qAAA,Enablement,"6.3"
0034000000zau5qAAA,Foundations,"4.89"
0034000000zau5qAAA,Governance,"4.01"
0034000000zau5qAAA,"Operational Excellence","5.72"
0034000000zbc0QAAQ,"Business Value","5.6"
0034000000zbc0QAAQ,Community,"7.22"
0034000000zbc0QAAQ,Enablement,"7.12"
0034000000zbc0QAAQ,Foundations,"5.35"
0034000000zbc0QAAQ,Governance,"6.27"
0034000000zbc0QAAQ,"Operational Excellence","7.312"
00340000010KiZOAA0,"Business Value","3.1"
00340000010KiZOAA0,Community,"2.58"
00340000010KiZOAA0,Enablement,"1.1"
00340000010KiZOAA0,Foundations,"1.37"
00340000010KiZOAA0,Governance,"2.175"
00340000010KiZOAA0,"Operational Excellence","2.808"
00340000010LPqzAAG,"Business Value","2.25"
00340000010LPqzAAG,Foundations,5
003400000116i8fAAA,"Business Value","3.75"
003400000116i8fAAA,Community,3
003400000116i8fAAA,Enablement,"3.36"
003400000116i8fAAA,Foundations,3
003400000116i8fAAA,Governance,"3.795"
003400000116i8fAAA,"Operational Excellence","3.936"
00340000012JVF0,"Business Value","8.15"
00340000012JVF0,Community,"5.22"
00340000012JVF0,Enablement,"7.4"
00340000012JVF0,Foundations,"5.53"
00340000012JVF0,Governance,"7.745"
00340000012JVF0,"Operational Excellence","7.938"
00340000012JeaUAAS,"Business Value","6.5"
00340000012JeaUAAS,Community,"7.9"
00340000012JeaUAAS,Enablement,"6.72"
00340000012JeaUAAS,Foundations,"7.14"
00340000012JeaUAAS,Governance,"7.1"
00340000012JeaUAAS,"Operational Excellence","8.624"
00340000012b7KPAAY,"Business Value","8.95"
00340000012b7KPAAY,Community,"8.98"
00340000012b7KPAAY,Enablement,"9.76"
00340000012b7KPAAY,Foundations,10
00340000012b7KPAAY,Governance,"7.32"
00340000012b7KPAAY,"Operational Excellence","8.184"
00340000012z8KSAAY,"Business Value","8.55"
00340000012z8KSAAY,Community,"7.14"
00340000012z8KSAAY,Enablement,"7.14"
00340000012z8KSAAY,Foundations,"8.43"
00340000012z8KSAAY,Governance,"8.32"
00340000012z8KSAAY,"Operational Excellence","8.922"
00340000013X14kAAC,"Business Value","5.5"
00340000013X14kAAC,Community,"5.46"
00340000013X14kAAC,Enablement,"5.52"
00340000013X14kAAC,Foundations,"6.12"
00340000013X14kAAC,Governance,"4.24"
00340000013X14kAAC,"Operational Excellence","7.394"
00340000014XiIMAA0,"Business Value","8.75"
00340000014XiIMAA0,Community,"5.46"
00340000014XiIMAA0,Enablement,6
00340000014XiIMAA0,Foundations,10
00340000014XiIMAA0,Governance,"7.82"
00340000014XiIMAA0,"Operational Excellence","7.884"
00340000014ZbAfAAK,"Business Value","4.4"
00340000014ZbAfAAK,Community,"3.46"
00340000014ZbAfAAK,Enablement,"4.32"
00340000014ZbAfAAK,Foundations,"4.66"
00340000014ZbAfAAK,Governance,4
00340000014ZbAfAAK,"Operational Excellence","4.298"
00340000014jMgY,"Business Value","5.4"
00340000014jMgY,Community,"3.2"
00340000014jMgY,Enablement,"5.26"
00340000014jMgY,Foundations,"6.56"
00340000014jMgY,Governance,"5.885"
00340000014jMgY,"Operational Excellence","6.754"
00340000014jOkr,"Business Value","4.15"
00340000014jOkr,Community,"2.1"
00340000014jOkr,Enablement,"3.2"
00340000014jOkr,Foundations,"7.17"
00340000014jOkr,Governance,"3.165"
00340000014jOkr,"Operational Excellence","3.008"
00340000014jfii,"Business Value","2.15"
00340000014jfii,Community,"0.48"
00340000014jfii,Enablement,"1.58"
00340000014jfii,Foundations,"6.15"
00340000014jfii,Governance,"1.4"
00340000014jfii,"Operational Excellence","4.296"
00340000014kF7vAAE,"Business Value",10
00340000014kF7vAAE,Community,10
00340000014kF7vAAE,Enablement,10
00340000014kF7vAAE,Foundations,10
00340000014kF7vAAE,Governance,10
00340000014kF7vAAE,"Operational Excellence",10
00340000015rqRQAAY,"Business Value","7.8"
00340000015rqRQAAY,Community,"6.2"
00340000015rqRQAAY,Enablement,"5.82"
00340000015rqRQAAY,Foundations,"7.24"
00340000015rqRQAAY,Governance,"5.9"
00340000015rqRQAAY,"Operational Excellence","6.272"
00340000015sS0dAAE,"Business Value","8.1"
00340000015sS0dAAE,Community,"7.2"
00340000015sS0dAAE,Enablement,"6.42"
00340000015sS0dAAE,Foundations,"7.55"
00340000015sS0dAAE,Governance,"7.91"
00340000015sS0dAAE,"Operational Excellence","5.936"
00340000016ZDUtAAO,"Business Value","4.75"
00340000016ZDUtAAO,Community,"4.32"
00340000016ZDUtAAO,Enablement,"1.92"
00340000016ZDUtAAO,Foundations,"4.78"
00340000016ZDUtAAO,Governance,"2.655"
00340000016ZDUtAAO,"Operational Excellence","4.322"
00340000016ZQciAAG,"Business Value","1.75"
00340000016ZQciAAG,Foundations,"8.02"
00340000016bmsVAAQ,"Business Value","6.45"
00340000016bmsVAAQ,Community,"4.36"
00340000016bmsVAAQ,Enablement,"3.96"
00340000016bmsVAAQ,Foundations,"4.02"
00340000016bmsVAAQ,Governance,"6.345"
00340000016bmsVAAQ,"Operational Excellence","7.118"
00340000017IiqLAAS,Foundations,"9.45"
00340000017Iu29AAC,"Business Value","3.65"
00340000017Iu29AAC,Community,"5.64"
00340000017Iu29AAC,Enablement,"2.76"
00340000017Iu29AAC,Foundations,"5.25"
00340000017Iu29AAC,Governance,"4.075"
00340000017Iu29AAC,"Operational Excellence","3.376"
00340000017KREHAA4,"Business Value","0.5"
00340000017KREHAA4,Community,"1.04"
00340000017KREHAA4,Enablement,"0.56"
00340000017KREHAA4,Foundations,0
00340000017KREHAA4,Governance,"0.09"
00340000017KREHAA4,"Operational Excellence","0.312"
00340000017KdY2AAK,"Business Value","6.2"
00340000017KdY2AAK,Community,"8.5"
00340000017KdY2AAK,Enablement,"5.76"
00340000017KdY2AAK,Foundations,"5.71"
00340000017KdY2AAK,Governance,"7.1"
00340000017KdY2AAK,"Operational Excellence","8.44"
00340000017L2ygAAC,"Business Value","5.15"
00340000017L2ygAAC,Community,"4.9"
00340000017L2ygAAC,Enablement,"4.98"
00340000017L2ygAAC,Foundations,"5.28"
00340000017L2ygAAC,Governance,"5.19"
00340000017L2ygAAC,"Operational Excellence","5.194"
00340000018YKDoAAO,"Business Value","8.85"
00340000018YKDoAAO,Community,"6.06"
00340000018YKDoAAO,Enablement,"8.68"
00340000018YKDoAAO,Foundations,"9.78"
00340000018YKDoAAO,Governance,"9.435"
00340000018YKDoAAO,"Operational Excellence","9.792"
00340000018YqW8AAK,"Business Value","8.3"
00340000018YqW8AAK,Community,"3.42"
00340000018YqW8AAK,Enablement,"5.1"
00340000018YqW8AAK,Foundations,"7.25"
00340000018YqW8AAK,Governance,"6.77"
00340000018YqW8AAK,"Operational Excellence","8.038"
00340000018Z3eRAAS,"Business Value","0.85"
00340000018Z3eRAAS,Community,"2.12"
00340000018Z3eRAAS,Enablement,"2.2"
00340000018Z3eRAAS,Foundations,"0.8"
00340000018Z3eRAAS,Governance,"1.665"
00340000018Z3eRAAS,"Operational Excellence","2.248"
00340000018ZTyeAAG,"Business Value","8.4"
00340000018ZTyeAAG,Community,"7.72"
00340000018ZTyeAAG,Enablement,"3.4"
00340000018ZTyeAAG,Foundations,"7.7"
00340000018ZTyeAAG,Governance,"6.035"
00340000018ZTyeAAG,"Operational Excellence","5.512"
00340000019bTi2AAE,"Business Value",4
00340000019bTi2AAE,Community,"3.16"
00340000019bTi2AAE,Enablement,"1.62"
00340000019bTi2AAE,Foundations,"4.88"
00340000019bTi2AAE,Governance,"3.565"
00340000019bTi2AAE,"Operational Excellence","3.638"
00340000019cG27AAE,"Business Value","6.2"
00340000019cG27AAE,Community,"3.66"
00340000019cG27AAE,Enablement,"4.78"
00340000019cG27AAE,Foundations,"6.78"
00340000019cG27AAE,Governance,"5.55"
00340000019cG27AAE,"Operational Excellence","4.328"
00340000019ct5q,"Business Value","5.85"
00340000019ct5q,Community,1
00340000019ct5q,Enablement,"2.24"
00340000019ct5q,Foundations,"4.12"
00340000019ct5q,Governance,"6.6"
00340000019ct5q,"Operational Excellence","5.692"
00340000019dUmCAAU,"Business Value","3.55"
00340000019dUmCAAU,Community,"4.12"
00340000019dUmCAAU,Enablement,"3.42"
00340000019dUmCAAU,Foundations,"2.34"
00340000019dUmCAAU,Governance,"2.895"
00340000019dUmCAAU,"Operational Excellence","4.842"
0034000001AqmvB,"Business Value","7.4"
0034000001AqmvB,Community,"7.46"
0034000001AqmvB,Enablement,"6.44"
0034000001AqmvB,Foundations,"7.9"
0034000001AqmvB,Governance,"7.715"
0034000001AqmvB,"Operational Excellence","8.416"
0034000001AqqH9AAJ,"Business Value","7.65"
0034000001AqqH9AAJ,Community,"9.38"
0034000001AqqH9AAJ,Enablement,"9.8"
0034000001AqqH9AAJ,Foundations,"8.9"
0034000001AqqH9AAJ,Governance,"8.82"
0034000001AqqH9AAJ,"Operational Excellence","8.87"
0034000001Cvuf1AAB,"Business Value","6.45"
0034000001Cvuf1AAB,Community,"6.42"
0034000001Cvuf1AAB,Enablement,"8.22"
0034000001Cvuf1AAB,Foundations,"7.78"
